date,close
1928-01-31,0.2968632795746547
1928-02-29,0.2921103604891698
1928-03-31,0.3266118890787169
1928-04-30,0.3350506984787024
1928-05-31,0.3397971806751421
1928-06-30,0.325776403724733
1928-07-31,0.3312004223251417
1928-08-31,0.3561619863178095
1928-09-30,0.3613064666769212
1928-10-31,0.3710614199897228
1928-11-30,0.4159568573715718
1928-12-31,0.4178001912758657
1929-01-31,0.4422035394935133
1929-02-28,0.4403272659300093
1929-03-31,0.439986232930146
1929-04-30,0.4477096353039175
1929-05-31,0.4293293198112585
1929-06-30,0.4744253590698792
1929-07-31,0.5005041525487346
1929-08-31,0.5501280739335518
1929-09-30,0.5242069565101596
1929-10-31,0.4209969037748847
1929-11-30,0.3655789063957138
1929-12-31,0.3753729808045025
1930-01-31,0.3993118608825868
1930-02-28,0.4084850160792266
1930-03-31,0.4243249887952089
1930-04-30,0.4381105568805343
1930-05-31,0.4316101016896305
1930-06-30,0.3615521649857578
1930-07-31,0.3753150515288561
1930-08-31,0.3787202994477494
1930-09-30,0.3302472073961661
1930-10-31,0.3015716083176656
1930-11-30,0.2921139825367757
1930-12-31,0.2740994278635543
1931-01-31,0.2896525440566609
1931-02-28,0.3228878478465928
1931-03-31,0.2994934933533451
1931-04-30,0.2713680949766178
1931-05-31,0.2347196862361341
1931-06-30,0.2675813391715491
1931-07-31,0.2482332006293565
1931-08-31,0.2509612114422506
1931-09-30,0.1765193301759955
1931-10-31,0.1898297524497686
1931-11-30,0.173269470241105
1931-12-31,0.1484740195092832
1932-01-31,0.1454279891483519
1932-02-29,0.1520390291245023
1932-03-31,0.1343771792390806
1932-04-30,0.1074927881484018
1932-05-31,0.0826884731860192
1932-06-30,0.0820806159368308
1932-07-31,0.1117317626837766
1932-08-31,0.1554548858132334
1932-09-30,0.1499772996591557
1932-10-31,0.1295081670749323
1932-11-30,0.1221126603171326
1932-12-31,0.1291727202867922
1933-01-31,0.129746079819308
1933-02-28,0.1061171565679321
1933-03-31,0.1098302878662994
1933-04-30,0.1470216382368974
1933-05-31,0.1810966910288068
1933-06-30,0.2051390284960134
1933-07-31,0.1874828788609687
1933-08-31,0.2091672676870301
1933-09-30,0.1837608483869589
1933-10-31,0.1697387441681486
1933-11-30,0.1873602420759381
1933-12-31,0.1893522908332113
1934-01-31,0.2123443878176418
1934-02-28,0.2049136988889251
1934-03-31,0.2025782936689895
1934-04-30,0.1998549724267669
1934-05-31,0.1839932348170284
1934-06-30,0.1880937537472908
1934-07-31,0.16681039930446
1934-08-31,0.176065795640516
1934-09-30,0.1749991439296563
1934-10-31,0.1700899717197546
1934-11-30,0.1843909647975755
1934-12-31,0.1839087604655198
1935-01-31,0.1764841618728936
1935-02-28,0.1698065706344923
1935-03-31,0.1644604770292679
1935-04-30,0.1808045704966349
1935-05-31,0.1869075690529248
1935-06-30,0.2000228272842537
1935-07-31,0.2166753827400659
1935-08-31,0.220129472683989
1935-09-30,0.2272992608797742
1935-10-31,0.2446457124637633
1935-11-30,0.2544131428485011
1935-12-31,0.2644042798601032
1936-01-31,0.2820704697856919
1936-02-29,0.2882033574818999
1936-03-31,0.2949438110608651
1936-04-30,0.2727642430341024
1936-05-31,0.2856178038213925
1936-06-30,0.2947547030185291
1936-07-31,0.3151926897037495
1936-08-31,0.3184570841578907
1936-09-30,0.3193506990399732
1936-10-31,0.3440839145039236
1936-11-30,0.3456152447198595
1936-12-31,0.344162705277159
1937-01-31,0.35647031815872
1937-02-28,0.3628200205575136
1937-03-31,0.3605852499110055
1937-04-30,0.3312899223262867
1937-05-31,0.3283931947920457
1937-06-30,0.3116084052197291
1937-07-31,0.3397012971897344
1937-08-31,0.3255051764577106
1937-09-30,0.279935167199169
1937-10-31,0.2518051207055131
1937-11-30,0.2270198995757037
1937-12-31,0.2159784158952341
1938-01-31,0.2191696804514711
1938-02-28,0.232783205439792
1938-03-31,0.1750885308783848
1938-04-30,0.2016192442794045
1938-05-31,0.191463351335641
1938-06-30,0.2388648388253572
1938-07-31,0.2550824829646239
1938-08-31,0.2499178245288844
1938-09-30,0.254022537744059
1938-10-31,0.2736400329845731
1938-11-30,0.2649626408173123
1938-12-31,0.2738746495772839
1939-01-31,0.2568662813590186
1939-02-28,0.2655860217392796
1939-03-31,0.230179721197402
1939-04-30,0.2294950533994073
1939-05-31,0.243862989227799
1939-06-30,0.2287509308609823
1939-07-31,0.2538604172815912
1939-08-31,0.2361984774516324
1939-09-30,0.2704409954467913
1939-10-31,0.2717053058838944
1939-11-30,0.2588426067802645
1939-12-31,0.2647400785932257
1940-01-31,0.2564777823518884
1940-02-29,0.2585737364783831
1940-03-31,0.2600386757731777
1940-04-30,0.260657070025134
1940-05-31,0.1988834561007119
1940-06-30,0.2143636738262315
1940-07-31,0.221329298909322
1940-08-31,0.2261729626354804
1940-09-30,0.2299581217485863
1940-10-31,0.2393398455120356
1940-11-30,0.2287422293756873
1940-12-31,0.2293146855077764
1941-01-31,0.2186642034849347
1941-02-28,0.2157616940025076
1941-03-31,0.2169647978928602
1941-04-30,0.203202428496722
1941-05-31,0.2050410512373865
1941-06-30,0.2155925342264574
1941-07-31,0.2276994808924883
1941-08-31,0.2256540633348404
1941-09-30,0.2242573684060378
1941-10-31,0.2092805945099232
1941-11-30,0.2012704801338296
1941-12-31,0.1921339780489687
1942-01-31,0.1959567644080426
1942-02-28,0.1905293750684427
1942-03-31,0.1780151476830007
1942-04-30,0.1705465835061192
1942-05-31,0.1816773425721258
1942-06-30,0.1852908015678321
1942-07-31,0.1913602833668854
1942-08-31,0.1929946691054273
1942-09-30,0.1984240933800954
1942-10-31,0.210121159133136
1942-11-30,0.20888410786321
1942-12-31,0.219958255733432
1943-01-31,0.2353233975456752
1943-02-28,0.2475878166995442
1943-03-31,0.261684784505883
1943-04-30,0.2623181794363179
1943-05-31,0.2730958100984451
1943-06-30,0.2802929792226309
1943-07-31,0.2694292869602995
1943-08-31,0.2687175768967829
1943-09-30,0.27548694142439
1943-10-31,0.2720559351457398
1943-11-30,0.252234383292203
1943-12-31,0.2674443125120336
1944-01-31,0.2719697337416418
1944-02-29,0.2717084398719406
1944-03-31,0.2767108968771468
1944-04-30,0.2737038070468834
1944-05-31,0.2851533031025224
1944-06-30,0.3000845413760331
1944-07-31,0.2943364340342054
1944-08-31,0.2973325881735515
1944-09-30,0.2959487874770622
1944-10-31,0.2973359642488814
1944-11-30,0.2989584305581853
1944-12-31,0.3098673632539104
1945-01-31,0.3147659502863609
1945-02-28,0.3345724881545052
1945-03-31,0.3190174687446169
1945-04-30,0.3482274506988256
1945-05-31,0.352743514755418
1945-06-30,0.3500174492765985
1945-07-31,0.3456409446301085
1945-08-31,0.3661381951060164
1945-09-30,0.3794044801788866
1945-10-31,0.3941213781124539
1945-11-30,0.4074659902827504
1945-12-31,0.4121148205685085
1946-01-31,0.4413639679891716
1946-02-28,0.4115190337332435
1946-03-31,0.4301857358210919
1946-04-30,0.4479554381122099
1946-05-31,0.4586419301922927
1946-06-30,0.4414972286099144
1946-07-31,0.4309735739000186
1946-08-31,0.400340645469684
1946-09-30,0.3604978276413415
1946-10-31,0.358180604443279
1946-11-30,0.3548936758649023
1946-12-31,0.3703743312244394
1947-01-31,0.3796310202831722
1947-02-28,0.3746707413791122
1947-03-31,0.3689681332103326
1947-04-30,0.3552529824568638
1947-05-31,0.3526528562017318
1947-06-30,0.3716744656278924
1947-07-31,0.3856389039678078
1947-08-31,0.3755185264450215
1947-09-30,0.3709782953911055
1947-10-31,0.3793813656146014
1947-11-30,0.3689547546940052
1947-12-31,0.3773795191593513
1948-01-31,0.3627389905226171
1948-02-29,0.3448491802114048
1948-03-31,0.3737390916574429
1948-04-30,0.3841948990342377
1948-05-31,0.4147012853483021
1948-06-30,0.4165856221743739
1948-07-31,0.39517884030845
1948-08-31,0.3987750459090612
1948-09-30,0.3874610402919236
1948-10-31,0.4132251875984215
1948-11-30,0.3702239062026053
1948-12-31,0.3820499917725771
1949-01-31,0.3831467869466073
1949-02-28,0.3687026438344121
1949-03-31,0.3803285941792827
1949-04-30,0.3721195680844438
1949-05-31,0.3596000495093783
1949-06-30,0.3594040718573409
1949-07-31,0.3822086027322651
1949-08-31,0.3873604552327705
1949-09-30,0.3970893846275123
1949-10-31,0.4093847577941095
1949-11-30,0.4105318822175358
1949-12-31,0.4297561045465809
1950-01-31,0.4370541609808589
1950-02-28,0.4420759109666121
1950-03-31,0.4445554442693594
1950-04-30,0.4624048741986757
1950-05-31,0.4841514149160443
1950-06-30,0.4569224693071357
1950-07-31,0.4614938791328035
1950-08-31,0.4771558445854619
1950-09-30,0.5044717262699226
1950-10-31,0.5073253190324417
1950-11-30,0.5075995604582669
1950-12-31,0.5322289078260974
1951-01-31,0.5649703792327333
1951-02-28,0.5694885999159134
1951-03-31,0.5620523090793165
1951-04-30,0.5876848048664104
1951-05-31,0.564857463716681
1951-06-30,0.5511006210765703
1951-07-31,0.5896662877012921
1951-08-31,0.6136563509311995
1951-09-30,0.6140888865526302
1951-10-31,0.6066336830881603
1951-11-30,0.6060001391417191
1951-12-31,0.6304211088276199
1952-01-31,0.6411773748964916
1952-02-29,0.6189008671528677
1952-03-31,0.6492796331609296
1952-04-30,0.622433485113156
1952-05-31,0.6377584532496897
1952-06-30,0.6680343981834239
1952-07-31,0.680804525889832
1952-08-31,0.6719906007399902
1952-09-30,0.6599382562231099
